trainable params: 2,785,280 || all params: 9,402,736,640 || trainable%: 0.0296
train_dataset: Dataset({
    features: ['input_ids', 'labels'],
    num_rows: 1
})
val_dataset: Dataset({
    features: ['input_ids', 'output_ids'],
    num_rows: 2
})
test_dataset: Dataset({
    features: ['input_ids', 'output_ids'],
    num_rows: 2
})
{'loss': 0.1384, 'grad_norm': 0.061767578125, 'learning_rate': 0.0004983333333333334, 'epoch': 10.0}
{'loss': 0.0, 'grad_norm': 8.20159912109375e-05, 'learning_rate': 0.00030833333333333337, 'epoch': 1150.0}
{'loss': 0.0, 'grad_norm': 8.487701416015625e-05, 'learning_rate': 0.0003066666666666667, 'epoch': 1160.0}
{'loss': 0.0, 'grad_norm': 8.392333984375e-05, 'learning_rate': 0.000305, 'epoch': 1170.0}
{'loss': 0.0, 'grad_norm': 8.821487426757812e-05, 'learning_rate': 0.00030333333333333335, 'epoch': 1180.0}
{'loss': 0.0, 'grad_norm': 8.249282836914062e-05, 'learning_rate': 0.0003016666666666667, 'epoch': 1190.0}
{'loss': 0.0, 'grad_norm': 8.630752563476562e-05, 'learning_rate': 0.0003, 'epoch': 1200.0}
{'loss': 0.0, 'grad_norm': 8.58306884765625e-05, 'learning_rate': 0.00029833333333333334, 'epoch': 1210.0}
{'loss': 0.0, 'grad_norm': 8.726119995117188e-05, 'learning_rate': 0.0002966666666666667, 'epoch': 1220.0}
{'loss': 0.0, 'grad_norm': 8.869171142578125e-05, 'learning_rate': 0.000295, 'epoch': 1230.0}
{'loss': 0.0, 'grad_norm': 8.678436279296875e-05, 'learning_rate': 0.0002933333333333333, 'epoch': 1240.0}
{'loss': 0.0, 'grad_norm': 8.392333984375e-05, 'learning_rate': 0.0002916666666666667, 'epoch': 1250.0}
{'loss': 0.0, 'grad_norm': 8.296966552734375e-05, 'learning_rate': 0.00029, 'epoch': 1260.0}
{'loss': 0.0, 'grad_norm': 8.58306884765625e-05, 'learning_rate': 0.0002883333333333333, 'epoch': 1270.0}
{'loss': 0.0, 'grad_norm': 8.869171142578125e-05, 'learning_rate': 0.0002866666666666667, 'epoch': 1280.0}
{'loss': 0.0, 'grad_norm': 8.20159912109375e-05, 'learning_rate': 0.000285, 'epoch': 1290.0}
{'loss': 0.0, 'grad_norm': 8.535385131835938e-05, 'learning_rate': 0.00028333333333333335, 'epoch': 1300.0}
{'loss': 0.0, 'grad_norm': 8.630752563476562e-05, 'learning_rate': 0.00028166666666666666, 'epoch': 1310.0}
{'loss': 0.0, 'grad_norm': 8.726119995117188e-05, 'learning_rate': 0.00028000000000000003, 'epoch': 1320.0}
{'loss': 0.0, 'grad_norm': 8.678436279296875e-05, 'learning_rate': 0.00027833333333333334, 'epoch': 1330.0}
{'loss': 0.0, 'grad_norm': 8.630752563476562e-05, 'learning_rate': 0.00027666666666666665, 'epoch': 1340.0}
{'loss': 0.0, 'grad_norm': 8.630752563476562e-05, 'learning_rate': 0.000275, 'epoch': 1350.0}
{'loss': 0.0, 'grad_norm': 8.96453857421875e-05, 'learning_rate': 0.00027333333333333333, 'epoch': 1360.0}
{'loss': 0.0, 'grad_norm': 9.107589721679688e-05, 'learning_rate': 0.0002716666666666667, 'epoch': 1370.0}
{'loss': 0.0, 'grad_norm': 9.012222290039062e-05, 'learning_rate': 0.00027, 'epoch': 1380.0}
{'loss': 0.0, 'grad_norm': 8.916854858398438e-05, 'learning_rate': 0.0002683333333333333, 'epoch': 1390.0}
{'loss': 0.0, 'grad_norm': 9.012222290039062e-05, 'learning_rate': 0.0002666666666666667, 'epoch': 1400.0}
{'loss': 0.0, 'grad_norm': 8.916854858398438e-05, 'learning_rate': 0.00026500000000000004, 'epoch': 1410.0}
{'loss': 0.0, 'grad_norm': 8.96453857421875e-05, 'learning_rate': 0.0002633333333333333, 'epoch': 1420.0}
{'loss': 0.0, 'grad_norm': 8.821487426757812e-05, 'learning_rate': 0.00026166666666666667, 'epoch': 1430.0}
{'loss': 0.0, 'grad_norm': 8.20159912109375e-05, 'learning_rate': 0.00026000000000000003, 'epoch': 1440.0}
{'loss': 0.0, 'grad_norm': 8.726119995117188e-05, 'learning_rate': 0.00025833333333333334, 'epoch': 1450.0}
{'loss': 0.0, 'grad_norm': 9.34600830078125e-05, 'learning_rate': 0.00025666666666666665, 'epoch': 1460.0}
{'loss': 0.0, 'grad_norm': 8.344650268554688e-05, 'learning_rate': 0.000255, 'epoch': 1470.0}
{'loss': 0.0, 'grad_norm': 8.678436279296875e-05, 'learning_rate': 0.0002533333333333334, 'epoch': 1480.0}
{'loss': 0.0, 'grad_norm': 8.916854858398438e-05, 'learning_rate': 0.00025166666666666664, 'epoch': 1490.0}
{'loss': 0.0, 'grad_norm': 8.630752563476562e-05, 'learning_rate': 0.00025, 'epoch': 1500.0}
{'eval_rouge-1': 77.09934999999999, 'eval_rouge-2': 68.7324, 'eval_rouge-l': 21.14645, 'eval_bleu-4': 0.10916169823156022, 'eval_runtime': 14.3543, 'eval_samples_per_second': 0.139, 'eval_steps_per_second': 0.07, 'epoch': 1500.0}
{'loss': 0.0, 'grad_norm': 8.678436279296875e-05, 'learning_rate': 0.0002483333333333333, 'epoch': 1510.0}
{'loss': 0.0, 'grad_norm': 8.869171142578125e-05, 'learning_rate': 0.0002466666666666667, 'epoch': 1520.0}
{'loss': 0.0, 'grad_norm': 8.7738037109375e-05, 'learning_rate': 0.000245, 'epoch': 1530.0}
{'loss': 0.0, 'grad_norm': 8.535385131835938e-05, 'learning_rate': 0.00024333333333333336, 'epoch': 1540.0}
{'loss': 0.0, 'grad_norm': 9.1552734375e-05, 'learning_rate': 0.00024166666666666667, 'epoch': 1550.0}
{'loss': 0.0, 'grad_norm': 8.487701416015625e-05, 'learning_rate': 0.00024, 'epoch': 1560.0}
{'loss': 0.0, 'grad_norm': 8.678436279296875e-05, 'learning_rate': 0.00023833333333333334, 'epoch': 1570.0}
{'loss': 0.0, 'grad_norm': 8.58306884765625e-05, 'learning_rate': 0.00023666666666666668, 'epoch': 1580.0}
{'loss': 0.0, 'grad_norm': 8.440017700195312e-05, 'learning_rate': 0.000235, 'epoch': 1590.0}
{'loss': 0.0, 'grad_norm': 8.296966552734375e-05, 'learning_rate': 0.00023333333333333333, 'epoch': 1600.0}
{'loss': 0.0, 'grad_norm': 8.916854858398438e-05, 'learning_rate': 0.00023166666666666667, 'epoch': 1610.0}
{'loss': 0.0, 'grad_norm': 8.58306884765625e-05, 'learning_rate': 0.00023, 'epoch': 1620.0}
{'loss': 0.0, 'grad_norm': 8.58306884765625e-05, 'learning_rate': 0.00022833333333333334, 'epoch': 1630.0}
{'loss': 0.0, 'grad_norm': 8.344650268554688e-05, 'learning_rate': 0.00022666666666666666, 'epoch': 1640.0}
{'loss': 0.0, 'grad_norm': 8.678436279296875e-05, 'learning_rate': 0.00022500000000000002, 'epoch': 1650.0}
{'loss': 0.0, 'grad_norm': 8.821487426757812e-05, 'learning_rate': 0.00022333333333333333, 'epoch': 1660.0}
{'loss': 0.0, 'grad_norm': 9.584426879882812e-05, 'learning_rate': 0.00022166666666666667, 'epoch': 1670.0}
{'loss': 0.0, 'grad_norm': 8.535385131835938e-05, 'learning_rate': 0.00022, 'epoch': 1680.0}
{'loss': 0.0, 'grad_norm': 8.487701416015625e-05, 'learning_rate': 0.00021833333333333332, 'epoch': 1690.0}
{'loss': 0.0, 'grad_norm': 8.440017700195312e-05, 'learning_rate': 0.00021666666666666668, 'epoch': 1700.0}
{'loss': 0.0, 'grad_norm': 8.678436279296875e-05, 'learning_rate': 0.000215, 'epoch': 1710.0}
{'loss': 0.0, 'grad_norm': 8.678436279296875e-05, 'learning_rate': 0.00021333333333333336, 'epoch': 1720.0}
{'loss': 0.0, 'grad_norm': 8.821487426757812e-05, 'learning_rate': 0.00021166666666666667, 'epoch': 1730.0}
{'loss': 0.0, 'grad_norm': 8.96453857421875e-05, 'learning_rate': 0.00021, 'epoch': 1740.0}
{'loss': 0.0, 'grad_norm': 8.726119995117188e-05, 'learning_rate': 0.00020833333333333335, 'epoch': 1750.0}
{'loss': 0.0, 'grad_norm': 8.821487426757812e-05, 'learning_rate': 0.00020666666666666666, 'epoch': 1760.0}
{'loss': 0.0, 'grad_norm': 8.726119995117188e-05, 'learning_rate': 0.000205, 'epoch': 1770.0}
{'loss': 0.0, 'grad_norm': 8.821487426757812e-05, 'learning_rate': 0.00020333333333333333, 'epoch': 1780.0}
{'loss': 0.0, 'grad_norm': 8.535385131835938e-05, 'learning_rate': 0.00020166666666666667, 'epoch': 1790.0}
{'loss': 0.0, 'grad_norm': 8.58306884765625e-05, 'learning_rate': 0.0002, 'epoch': 1800.0}
{'loss': 0.0, 'grad_norm': 8.630752563476562e-05, 'learning_rate': 0.00019833333333333335, 'epoch': 1810.0}
{'loss': 0.0, 'grad_norm': 8.344650268554688e-05, 'learning_rate': 0.00019666666666666666, 'epoch': 1820.0}
{'loss': 0.0, 'grad_norm': 8.821487426757812e-05, 'learning_rate': 0.00019500000000000002, 'epoch': 1830.0}
{'loss': 0.0, 'grad_norm': 8.344650268554688e-05, 'learning_rate': 0.00019333333333333333, 'epoch': 1840.0}
{'loss': 0.0, 'grad_norm': 8.58306884765625e-05, 'learning_rate': 0.00019166666666666667, 'epoch': 1850.0}
{'loss': 0.0, 'grad_norm': 8.630752563476562e-05, 'learning_rate': 0.00019, 'epoch': 1860.0}
{'loss': 0.0, 'grad_norm': 8.296966552734375e-05, 'learning_rate': 0.00018833333333333332, 'epoch': 1870.0}
{'loss': 0.0, 'grad_norm': 8.869171142578125e-05, 'learning_rate': 0.0001866666666666667, 'epoch': 1880.0}
{'loss': 0.0, 'grad_norm': 8.821487426757812e-05, 'learning_rate': 0.000185, 'epoch': 1890.0}
{'loss': 0.0, 'grad_norm': 8.630752563476562e-05, 'learning_rate': 0.00018333333333333334, 'epoch': 1900.0}
{'loss': 0.0, 'grad_norm': 8.821487426757812e-05, 'learning_rate': 0.00018166666666666667, 'epoch': 1910.0}
{'loss': 0.0, 'grad_norm': 8.678436279296875e-05, 'learning_rate': 0.00017999999999999998, 'epoch': 1920.0}
{'loss': 0.0, 'grad_norm': 8.821487426757812e-05, 'learning_rate': 0.00017833333333333335, 'epoch': 1930.0}
{'loss': 0.0, 'grad_norm': 8.726119995117188e-05, 'learning_rate': 0.00017666666666666666, 'epoch': 1940.0}
{'loss': 0.0, 'grad_norm': 8.487701416015625e-05, 'learning_rate': 0.000175, 'epoch': 1950.0}
{'loss': 0.0, 'grad_norm': 8.821487426757812e-05, 'learning_rate': 0.00017333333333333334, 'epoch': 1960.0}
{'loss': 0.0, 'grad_norm': 8.630752563476562e-05, 'learning_rate': 0.00017166666666666667, 'epoch': 1970.0}
{'loss': 0.0, 'grad_norm': 8.821487426757812e-05, 'learning_rate': 0.00017, 'epoch': 1980.0}
{'loss': 0.0, 'grad_norm': 8.726119995117188e-05, 'learning_rate': 0.00016833333333333335, 'epoch': 1990.0}
{'loss': 0.0, 'grad_norm': 8.296966552734375e-05, 'learning_rate': 0.00016666666666666666, 'epoch': 2000.0}
{'eval_rouge-1': 77.09934999999999, 'eval_rouge-2': 68.7324, 'eval_rouge-l': 21.14645, 'eval_bleu-4': 0.10916169823156022, 'eval_runtime': 14.3647, 'eval_samples_per_second': 0.139, 'eval_steps_per_second': 0.07, 'epoch': 2000.0}
{'loss': 0.0, 'grad_norm': 8.440017700195312e-05, 'learning_rate': 0.000165, 'epoch': 2010.0}
{'loss': 0.0, 'grad_norm': 8.535385131835938e-05, 'learning_rate': 0.00016333333333333334, 'epoch': 2020.0}
{'loss': 0.0, 'grad_norm': 8.440017700195312e-05, 'learning_rate': 0.00016166666666666665, 'epoch': 2030.0}
{'loss': 0.0, 'grad_norm': 8.630752563476562e-05, 'learning_rate': 0.00016, 'epoch': 2040.0}
{'loss': 0.0, 'grad_norm': 9.1552734375e-05, 'learning_rate': 0.00015833333333333332, 'epoch': 2050.0}
{'loss': 0.0, 'grad_norm': 8.344650268554688e-05, 'learning_rate': 0.0001566666666666667, 'epoch': 2060.0}
{'loss': 0.0, 'grad_norm': 8.535385131835938e-05, 'learning_rate': 0.000155, 'epoch': 2070.0}
{'loss': 0.0, 'grad_norm': 8.296966552734375e-05, 'learning_rate': 0.00015333333333333334, 'epoch': 2080.0}
{'loss': 0.0, 'grad_norm': 8.296966552734375e-05, 'learning_rate': 0.00015166666666666668, 'epoch': 2090.0}
{'loss': 0.0, 'grad_norm': 8.916854858398438e-05, 'learning_rate': 0.00015, 'epoch': 2100.0}
{'loss': 0.0, 'grad_norm': 8.630752563476562e-05, 'learning_rate': 0.00014833333333333335, 'epoch': 2110.0}
{'loss': 0.0, 'grad_norm': 8.821487426757812e-05, 'learning_rate': 0.00014666666666666666, 'epoch': 2120.0}
{'loss': 0.0, 'grad_norm': 8.7738037109375e-05, 'learning_rate': 0.000145, 'epoch': 2130.0}
{'loss': 0.0, 'grad_norm': 8.249282836914062e-05, 'learning_rate': 0.00014333333333333334, 'epoch': 2140.0}
{'loss': 0.0, 'grad_norm': 8.916854858398438e-05, 'learning_rate': 0.00014166666666666668, 'epoch': 2150.0}
{'loss': 0.0, 'grad_norm': 8.7738037109375e-05, 'learning_rate': 0.00014000000000000001, 'epoch': 2160.0}
{'loss': 0.0, 'grad_norm': 8.821487426757812e-05, 'learning_rate': 0.00013833333333333333, 'epoch': 2170.0}
{'loss': 0.0, 'grad_norm': 8.821487426757812e-05, 'learning_rate': 0.00013666666666666666, 'epoch': 2180.0}
